From,To,Airline,Departure Delay,Arrival Delay,Distance,Airline Rating,Airport Rating,weather__hourly__weatherDesc__value
BOM,DEL,Go Air,53,61,1138,0.3,0.9,Clear
BLR,BOM,Go Air,0,25,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,56,47,1138,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,0,9,1312,0.3,0.86,Partly cloudy
BLR,DEL,Indigo,-6,-26,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-9,-7,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-8,-1,1312,0.7,0.86,Partly cloudy
BLR,DEL,Indigo,-7,-19,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-11,-28,1138,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-6,-20,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-8,-5,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,-10,-16,1244,0.7,0.88,Cloudy
BLR,BOM,Indigo,-6,-10,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-6,1,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-9,-21,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,3,-5,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-6,-8,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,5,-1,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-9,-19,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,-2,-9,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,-6,-10,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-5,-16,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-4,-6,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-13,-4,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,-5,-11,1138,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,8,3,1138,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,45,33,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-9,-5,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,5,8,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,-3,-22,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-2,-3,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,13,8,1312,0.7,0.86,Sunny
DEL,HYD,Indigo,1,-2,1244,0.7,0.88,Partly cloudy
BLR,DEL,Indigo,-1,12,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,4,3,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,2,-7,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,16,15,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,11,-4,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,-6,-3,1312,0.7,0.86,Sunny
BOM,DEL,Indigo,14,32,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,13,25,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,4,3,1312,0.7,0.86,Sunny
BLR,DEL,Indigo,10,2,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,22,24,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,5,24,1312,0.7,0.86,Sunny
DEL,HYD,Indigo,-1,1,1244,0.7,0.88,Patchy rain possible
BOM,DEL,Indigo,7,13,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-1,18,1312,0.7,0.86,Sunny
BLR,BOM,Indigo,23,39,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,-5,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,0,12,1138,0.7,0.9,Sunny
DEL,HYD,Indigo,13,11,1244,0.7,0.88,Patchy rain possible
BOM,DEL,Indigo,44,29,1138,0.7,0.9,Sunny
BLR,BOM,Indigo,-5,2,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,5,24,1312,0.7,0.86,Sunny
BLR,DEL,Indigo,-5,11,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,36,14,1138,0.7,0.9,Sunny
BLR,BOM,Indigo,32,36,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-2,8,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,49,47,1138,0.7,0.9,Sunny
DEL,HYD,Indigo,30,30,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,-10,25,1312,0.7,0.86,Partly cloudy
BLR,DEL,Indigo,-7,-7,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,42,38,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,13,23,1138,0.7,0.9,Sunny
BLR,DEL,Indigo,-6,-17,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-5,-11,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,6,38,1312,0.7,0.86,Partly cloudy
BOM,DEL,Indigo,63,61,1138,0.7,0.9,Clear
BLR,DEL,Indigo,-5,-33,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-10,0,1244,0.7,0.88,Patchy rain possible
CCU,DEL,Indigo,49,68,1312,0.7,0.86,Partly cloudy
BLR,DEL,Indigo,0,-15,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-4,1,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-4,1426,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,22,27,1138,0.7,0.9,Clear
DEL,HYD,Indigo,10,20,1244,0.7,0.88,Patchy rain possible
BLR,BOM,Indigo,6,32,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,0,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,0,0,1736,0.7,0.9,Partly cloudy
BLR,BOM,SpiceJet,11,11,848,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,0,-5,1138,0.4,0.9,Partly cloudy
BLR,BOM,SpiceJet,-3,4,848,0.4,0.9,Partly cloudy
BLR,DEL,SpiceJet,5,5,1736,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,1,-4,1138,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,-15,-10,1138,0.4,0.9,Partly cloudy
CCU,DEL,SpiceJet,0,0,1312,0.4,0.86,Partly cloudy
BLR,BOM,SpiceJet,0,5,848,0.4,0.9,Partly cloudy
CCU,DEL,SpiceJet,0,0,1312,0.4,0.86,Sunny
BLR,DEL,SpiceJet,-3,-12,1736,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,5,-10,1138,0.4,0.9,Partly cloudy
CCU,DEL,SpiceJet,-60,-50,1312,0.4,0.86,Sunny
BOM,DEL,Spicejet,31,28,1138,0.4,0.9,Partly cloudy
BLR,DEL,SpiceJet,5,50,1736,0.4,0.9,Partly cloudy
CCU,DEL,SpiceJet,0,55,1312,0.4,0.86,Sunny
BOM,DEL,Spicejet,57,35,1138,0.4,0.9,Sunny
CCU,DEL,SpiceJet,11,76,1312,0.4,0.86,Partly cloudy
BOM,DEL,Spicejet,30,35,1138,0.4,0.9,Sunny
DEL,HYD,Spicejet,15,35,1244,0.4,0.88,Partly cloudy
BOM,DEL,Spicejet,80,110,1138,0.4,0.9,Clear
BLR,DEL,SpiceJet,-5,1,1736,0.4,0.9,Partly cloudy
BLR,BOM,SpiceJet,10,0,848,0.4,0.9,Partly cloudy
DEL,HYD,Spicejet,-8,-10,1244,0.4,0.88,Partly cloudy
CCU,DEL,SpiceJet,30,41,1312,0.4,0.86,Partly cloudy
BOM,DEL,Spicejet,0,0,1138,0.4,0.9,Clear
BOM,DEL,Spicejet,80,95,1138,0.4,0.9,Clear
BLR,DEL,SpiceJet,-5,0,1736,0.4,0.9,Partly cloudy
BLR,DEL,SpiceJet,0,0,1736,0.4,0.9,Partly cloudy
BOM,DEL,Vistara,-2,-8,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,-2,-17,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,-3,-6,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-5,-1,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,0,5,1736,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,2,1,1244,0.8,0.88,Partly cloudy
CCU,DEL,Vistara,1,10,1312,0.8,0.86,Partly cloudy
BOM,DEL,Vistara,6,5,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-2,4,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,7,-3,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,1,21,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,4,25,1736,0.8,0.9,Partly cloudy
CCU,DEL,Vistara,10,28,1312,0.8,0.86,Sunny
BOM,DEL,Vistara,8,4,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-7,-18,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,6,23,1736,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,21,8,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,13,9,1138,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,1,4,1244,0.8,0.88,Patchy rain possible
CCU,DEL,Vistara,0,45,1312,0.8,0.86,Sunny
BOM,DEL,Vistara,35,36,1138,0.8,0.9,Sunny
BOM,DEL,Vistara,29,39,1138,0.8,0.9,Sunny
DEL,HYD,Vistara,58,72,1244,0.8,0.88,Partly cloudy
BLR,DEL,Vistara,3,20,1736,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,23,70,1138,0.8,0.9,Sunny
BLR,BOM,Vistara,5,27,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,3,14,1736,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,25,16,1138,0.8,0.9,Sunny
BLR,BOM,Vistara,10,8,848,0.8,0.9,Partly cloudy
CCU,DEL,Vistara,1,42,1312,0.8,0.86,Partly cloudy
DEL,HYD,Vistara,47,50,1244,0.8,0.88,Patchy rain possible
BOM,DEL,Vistara,48,87,1138,0.8,0.9,Clear
BLR,DEL,Vistara,48,48,1736,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,47,41,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,68,56,1138,0.8,0.9,Clear
BOM,DEL,Vistara,32,29,1138,0.8,0.9,Clear
BOM,DEL,Air Asia,-16,-15,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,-10,-13,1138,0.5,0.9,Clear
BLR,BOM,Air Asia,2,-2,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,-3,7,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,-12,-6,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air Asia,0,43,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,-5,30,1312,0.5,0.86,Clear
BOM,DEL,Air Asia,-5,22,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air Asia,-4,-11,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,-4,4,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,-15,-15,1138,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,4,13,1312,0.5,0.86,Sunny
DEL,HYD,Air Asia,31,35,1244,0.5,0.88,Partly cloudy
DEL,HYD,Air Asia,12,20,1244,0.5,0.88,Partly cloudy
BLR,BOM,Air Asia,-4,-18,848,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,10,15,1312,0.5,0.86,Clear
BLR,BOM,Air Asia,-1,-1,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,60,53,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,-2,17,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,-8,-11,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,185,220,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,10,-3,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,-3,10,1244,0.5,0.88,Partly cloudy
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Clear
BOM,DEL,Air India,-3,-7,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air India,-10,-15,848,0.5,0.9,Partly cloudy
DEL,HYD,Air India,0,10,1244,0.5,0.88,Partly cloudy
BOM,DEL,Air India,50,40,1138,0.5,0.9,Partly cloudy
BLR,DEL,Air India,-3,7,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,39,46,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,26,20,1138,0.5,0.9,Partly cloudy
BLR,DEL,Air India,90,96,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Clear
BOM,DEL,Air India,0,-4,1138,0.5,0.9,Sunny
BLR,DEL,Air India,30,56,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air India,-2,10,1244,0.5,0.88,Partly cloudy
CCU,DEL,Air India,34,55,1312,0.5,0.86,Clear
BOM,DEL,Air India,94,77,1138,0.5,0.9,Sunny
BOM,DEL,Air India,15,10,1138,0.5,0.9,Sunny
BLR,BOM,Air India,69,66,848,0.5,0.9,Partly cloudy
BOM,DEL,Air India,92,97,1138,0.5,0.9,Partly cloudy
CCU,DEL,Air India,75,97,1312,0.5,0.86,Clear
BOM,DEL,Air India,-7,-17,1138,0.5,0.9,Sunny
DEL,HYD,Air India,40,30,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,152,147,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,70,106,1736,0.5,0.9,Partly cloudy
BOM,DEL,Go Air,7,8,1138,0.3,0.9,Clear
DEL,HYD,Go Air,-4,-22,1244,0.3,0.88,Partly cloudy
BLR,BOM,Go Air,-1,0,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,10,13,1138,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,-7,9,1312,0.3,0.86,Clear
BLR,DEL,Go Air,-8,6,1736,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,8,21,1138,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,0,5,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,-5,-3,1138,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,-5,-7,1138,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,0,5,1312,0.3,0.86,Sunny
BLR,BOM,Go Air,-1,-15,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,6,6,1138,0.3,0.9,Sunny
BOM,DEL,Go Air,-5,-2,1138,0.3,0.9,Sunny
BLR,DEL,Go Air,0,-8,1736,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,-13,-27,1138,0.3,0.9,Partly cloudy
BLR,BOM,Go Air,12,0,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,12,11,1138,0.3,0.9,Partly cloudy
CCU,DEL,Go Air,-10,-1,1312,0.3,0.86,Clear
BLR,DEL,Indigo,-2,-4,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-10,-9,1138,0.7,0.9,Clear
CCU,DEL,Indigo,-4,1,1312,0.7,0.86,Clear
BLR,DEL,Indigo,-4,-2,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-6,-22,1138,0.7,0.9,Clear
BLR,DEL,Indigo,-10,-9,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,14,22,1312,0.7,0.86,Clear
DEL,HYD,Indigo,50,52,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,-6,-17,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-5,-10,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-5,-19,1312,0.7,0.86,Clear
BLR,BOM,Indigo,-5,4,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-9,-16,1138,0.7,0.9,Clear
BLR,DEL,Indigo,-5,15,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-10,-16,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,0,3,1312,0.7,0.86,Clear
BOM,DEL,Indigo,-11,-19,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-5,-16,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-6,11,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-1,-7,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,1,-5,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-5,-17,848,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-9,-3,1244,0.7,0.88,Partly cloudy
BLR,BOM,Indigo,-7,-20,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,7,-27,1312,0.7,0.86,Partly cloudy
DEL,HYD,Indigo,8,1,1244,0.7,0.88,Partly cloudy
BLR,DEL,Indigo,4,5,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,0,7,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-2,-4,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,20,20,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-1,16,1312,0.7,0.86,Partly cloudy
BLR,BOM,Indigo,-10,-15,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,15,18,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,9,23,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,2,9,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-10,-10,1312,0.7,0.86,Sunny
BOM,DEL,Indigo,-3,-10,1138,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-6,-2,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,-3,-5,1138,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-1,-6,1312,0.7,0.86,Sunny
BLR,BOM,Indigo,12,8,848,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,9,2,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-10,-14,1138,0.7,0.9,Sunny
DEL,HYD,Indigo,-7,8,1244,0.7,0.88,Partly cloudy
BOM,DEL,Indigo,-9,-30,1138,0.7,0.9,Sunny
BLR,BOM,Indigo,0,-20,848,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-4,4,1312,0.7,0.86,Sunny
BLR,DEL,Indigo,-2,-7,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-2,-14,1138,0.7,0.9,Sunny
BLR,BOM,Indigo,-5,-36,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-6,-17,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,76,73,1138,0.7,0.9,Sunny
DEL,HYD,Indigo,-2,-16,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,13,19,1312,0.7,0.86,Clear
BLR,DEL,Indigo,5,-10,1736,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,-2,-6,848,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,-2,-10,1138,0.7,0.9,Sunny
BLR,DEL,Indigo,-6,-20,1736,0.7,0.9,Partly cloudy
DEL,HYD,Indigo,-3,-9,1244,0.7,0.88,Partly cloudy
CCU,DEL,Indigo,-5,-3,1312,0.7,0.86,Clear
BOM,DEL,Indigo,-12,-41,1138,0.7,0.9,Sunny
DEL,HYD,Indigo,25,26,1244,0.7,0.88,Partly cloudy
BLR,DEL,Indigo,-6,-23,1736,0.7,0.9,Partly cloudy
CCU,DEL,Indigo,-8,-14,1312,0.7,0.86,Clear
BLR,BOM,Indigo,-4,-12,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-7,-6,1736,0.7,0.9,Partly cloudy
BOM,DEL,Indigo,8,17,1138,0.7,0.9,Partly cloudy
BLR,BOM,Indigo,39,39,848,0.7,0.9,Partly cloudy
BLR,DEL,Indigo,-4,-16,1736,0.7,0.9,Partly cloudy
BOM,DEL,Spicejet,2,-5,1138,0.4,0.9,Clear
BLR,BOM,SpiceJet,-3,-4,848,0.4,0.9,Partly cloudy
BLR,DEL,SpiceJet,3,15,1736,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,-6,-13,1138,0.4,0.9,Clear
CCU,DEL,SpiceJet,0,10,1312,0.4,0.86,Clear
BOM,DEL,Spicejet,-10,-11,1138,0.4,0.9,Partly cloudy
BLR,BOM,SpiceJet,0,17,848,0.4,0.9,Partly cloudy
BLR,DEL,SpiceJet,-3,-10,1736,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,22,17,1138,0.4,0.9,Partly cloudy
CCU,DEL,SpiceJet,4,24,1312,0.4,0.86,Partly cloudy
BLR,DEL,SpiceJet,19,39,1736,0.4,0.9,Partly cloudy
CCU,DEL,SpiceJet,0,25,1312,0.4,0.86,Sunny
BOM,DEL,Spicejet,-7,-17,1138,0.4,0.9,Sunny
BOM,DEL,Spicejet,45,75,1138,0.4,0.9,Sunny
CCU,DEL,SpiceJet,4,35,1312,0.4,0.86,Clear
BOM,DEL,Spicejet,3,-1,1138,0.4,0.9,Sunny
DEL,HYD,Spicejet,5,15,1244,0.4,0.88,Partly cloudy
BOM,DEL,Spicejet,5,0,1138,0.4,0.9,Sunny
BLR,DEL,SpiceJet,5,0,1736,0.4,0.9,Partly cloudy
BLR,BOM,SpiceJet,2,-17,848,0.4,0.9,Partly cloudy
DEL,HYD,Spicejet,-9,-15,1244,0.4,0.88,Partly cloudy
CCU,DEL,SpiceJet,0,-15,1312,0.4,0.86,Clear
BOM,DEL,Spicejet,-8,-18,1138,0.4,0.9,Partly cloudy
BOM,DEL,Spicejet,21,30,1138,0.4,0.9,Partly cloudy
BLR,DEL,SpiceJet,-5,0,1736,0.4,0.9,Partly cloudy
BLR,DEL,SpiceJet,-2,22,1736,0.4,0.9,Partly cloudy
BOM,DEL,Vistara,-6,-8,1138,0.8,0.9,Clear
BOM,DEL,Vistara,-4,3,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-4,1,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,-9,2,1736,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,9,1,1244,0.8,0.88,Partly cloudy
CCU,DEL,Vistara,-17,11,1312,0.8,0.86,Clear
BOM,DEL,Vistara,-5,-12,1138,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,-2,9,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,4,-2,1736,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,54,44,1138,0.8,0.9,Partly cloudy
CCU,DEL,Vistara,17,27,1312,0.8,0.86,Partly cloudy
BLR,BOM,Vistara,-5,-20,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,-5,13,1736,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,167,164,1138,0.8,0.9,Partly cloudy
DEL,HYD,Vistara,-1,-10,1244,0.8,0.88,Partly cloudy
CCU,DEL,Vistara,10,40,1312,0.8,0.86,Sunny
BOM,DEL,Vistara,1,-12,1138,0.8,0.9,Sunny
BOM,DEL,Vistara,-1,9,1138,0.8,0.9,Sunny
DEL,HYD,Vistara,6,9,1244,0.8,0.88,Partly cloudy
BLR,DEL,Vistara,-6,8,1736,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,3,-1,1138,0.8,0.9,Sunny
BLR,BOM,Vistara,-5,-13,848,0.8,0.9,Partly cloudy
BLR,DEL,Vistara,6,9,1736,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,14,11,1138,0.8,0.9,Sunny
BLR,BOM,Vistara,-2,-16,848,0.8,0.9,Partly cloudy
CCU,DEL,Vistara,7,19,1312,0.8,0.86,Clear
DEL,HYD,Vistara,2,-4,1244,0.8,0.88,Partly cloudy
BOM,DEL,Vistara,-2,-5,1138,0.8,0.9,Sunny
BLR,DEL,Vistara,18,28,1736,0.8,0.9,Partly cloudy
BLR,BOM,Vistara,7,-6,848,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,15,7,1138,0.8,0.9,Partly cloudy
BOM,DEL,Vistara,36,25,1138,0.8,0.9,Partly cloudy
BOM,DEL,Air Asia,0,1,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,-8,-15,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air Asia,0,-1,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,0,3,1736,0.5,0.9,Partly cloudy
DEL,HYD,Air Asia,5,-4,1244,0.5,0.88,Clear
BLR,DEL,Air Asia,-3,-4,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,-12,-17,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,-5,7,1138,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,16,31,1312,0.5,0.86,Sunny
BLR,BOM,Air Asia,0,19,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,6,17,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air Asia,-2,-1,1138,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,12,25,1312,0.5,0.86,Sunny
DEL,HYD,Air Asia,-1,-3,1244,0.5,0.88,Partly cloudy
BLR,BOM,Air Asia,-3,-6,848,0.5,0.9,Partly cloudy
CCU,DEL,Air Asia,27,40,1312,0.5,0.86,Clear
BLR,BOM,Air Asia,-1,-10,848,0.5,0.9,Partly cloudy
BLR,DEL,Air Asia,-4,-3,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,-3,22,1736,0.5,0.9,Partly cloudy
BLR,BOM,Air India,32,53,848,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-2,23,1312,0.5,0.86,Clear
BOM,DEL,Air India,-8,8,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,-2,-3,1244,0.5,0.88,Clear
BOM,DEL,Air India,0,0,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,9,16,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air India,10,8,848,0.5,0.9,Partly cloudy
BOM,DEL,Air India,10,-12,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,25,36,1244,0.5,0.88,Partly cloudy
BOM,DEL,Air India,4,10,1138,0.5,0.9,Partly cloudy
BLR,DEL,Air India,-10,13,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,-7,3,1312,0.5,0.86,Sunny
BOM,DEL,Air India,15,16,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,44,54,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,-4,8,1736,0.5,0.9,Partly cloudy
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,31,35,1138,0.5,0.9,Partly cloudy
BLR,DEL,Air India,22,26,1736,0.5,0.9,Partly cloudy
CCU,DEL,Air India,46,73,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,80,61,1138,0.5,0.9,Partly cloudy
BOM,DEL,Air India,1440,1440,1138,0.5,0.9,Partly cloudy
BLR,BOM,Air India,20,25,848,0.5,0.9,Partly cloudy
BOM,DEL,Air India,75,91,1138,0.5,0.9,Clear
CCU,DEL,Air India,-2,8,1312,0.5,0.86,Partly cloudy
BOM,DEL,Air India,-8,-22,1138,0.5,0.9,Partly cloudy
DEL,HYD,Air India,25,21,1244,0.5,0.88,Partly cloudy
BLR,DEL,Air India,-11,-5,1736,0.5,0.9,Partly cloudy
BLR,DEL,Air India,-3,36,1736,0.5,0.9,Partly cloudy
BOM,DEL,Go Air,-11,0,1138,0.3,0.9,Clear
DEL,HYD,Go Air,11,18,1244,0.3,0.88,Clear
BLR,BOM,Go Air,7,18,848,0.3,0.9,Partly cloudy
BOM,DEL,Go Air,0,-4,1138,0.3,0.9,Partly cloudy
